Date,DailyVolume,DailyReturn
27/12/2011,0,0
28/12/2011,862673200,-0.005931558
29/12/2011,1205224300,-0.006520447
30/12/2011,837154800,0.001982328
3/1/2012,1247580300,0.024032231
4/1/2012,1169241200,-0.007951282
5/1/2012,1035426900,0.004597543
6/1/2012,1434068900,-0.011712369
9/1/2012,1380951700,0.014664619
10/1/2012,1994815200,0.007344463
11/1/2012,2037326200,0.007769837
12/1/2012,1791582400,-0.002953152
13/1/2012,2018465200,0.005710232
16/1/2012,1354845900,-0.010009191
17/1/2012,2590203600,0.032376622
18/1/2012,1947200800,0.003014605
19/1/2012,2497477200,0.013005046
20/1/2012,1966388400,0.008394943
23/1/2012,0,0
26/1/2012,2041611000,0.016348356
27/1/2012,1809725000,0.003059292
30/1/2012,2136671200,-0.016645462
31/1/2012,2386779600,0.01141247
1/2/2012,1499488400,-0.002801359
2/2/2012,2100068000,0.019971116
3/2/2012,1663273500,0.000845309
6/2/2012,1900864400,-0.002266275
7/2/2012,1519257700,-0.000519074
8/2/2012,1739168600,0.015424347
9/2/2012,2208070800,-0.000402083
10/2/2012,1997876600,-0.010763936
13/2/2012,1515547500,0.004981799
14/2/2012,1174512100,0.001456844
15/2/2012,2038762000,0.02138847
16/2/2012,1548013700,-0.004116556
17/2/2012,1590262700,0.010073649
20/2/2012,1855260400,-0.003109588
21/2/2012,1547155900,0.002517254
22/2/2012,1377263800,0.003285046
23/2/2012,1125571200,-0.007809498
24/2/2012,1386342400,0.001209913
27/2/2012,1610982000,-0.008828946
28/2/2012,1614442400,0.016536592
29/2/2012,1557394100,0.005162548
1/3/2012,1377724000,-0.01347408
2/3/2012,1592404700,0.00814939
5/3/2012,1255361600,-0.013771711
6/3/2012,3940575200,-0.021587296
7/3/2012,2211849600,-0.008577745
8/3/2012,1592319800,0.013232213
9/3/2012,1399879900,0.008864261
12/3/2012,1130190800,0.002284914
13/3/2012,1360783500,0.009724509
14/3/2012,1924523200,-0.001490583
